,Respondent,MainBranch,Hobbyist,Age,Age1stCode,CompFreq,CompTotal,ConvertedComp,Country,CurrencyDesc,CurrencySymbol,DatabaseDesireNextYear,DatabaseWorkedWith,DevType,EdLevel,Employment,Ethnicity,Gender,JobFactors,JobSat,JobSeek,LanguageDesireNextYear,LanguageWorkedWith,MiscTechDesireNextYear,MiscTechWorkedWith,NEWCollabToolsDesireNextYear,NEWCollabToolsWorkedWith,NEWDevOps,NEWDevOpsImpt,NEWEdImpt,NEWJobHunt,NEWJobHuntResearch,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWOvertime,NEWPurchaseResearch,NEWPurpleLink,NEWSOSites,NEWStuck,OpSys,OrgSize,PlatformDesireNextYear,PlatformWorkedWith,PurchaseWhat,Sexuality,SOAccount,SOComm,SOPartFreq,SOVisitFreq,SurveyEase,SurveyLength,Trans,UndergradMajor,WebframeDesireNextYear,WebframeWorkedWith,WelcomeChange,WorkWeekHrs,YearsCode,YearsCodePro
20164,20244,I am a developer by profession,Yes,33.0,18,Monthly,75000.0,29832.0,Taiwan,New Taiwan dollar,TWD,Cassandra;PostgreSQL;Redis,PostgreSQL;Redis,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,East Asian,Man,Flex time or a flexible schedule;Remote work options;Opportunities for professional development,Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",,Bash/Shell/PowerShell;C;C#;C++;Go;HTML/CSS;JavaScript,Flutter,,Github,Confluence;Jira;Github,Yes,Extremely important,Very important,Having a bad day (or week or month) at work;Better compensation;Better work/life balance;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family",Every few months,No,Yes,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Play games;Visit Stack Overflow;Do other work and come back later,MacOS,20 to 99 employees,AWS;Linux;MacOS,,I have a great deal of influence,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Multiple times per day,Difficult,Too short,No,"Computer science, computer engineering, or software engineering",,,Somewhat more welcome now than last year,10.0,14,8
20197,20277,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,,13,Monthly,,,Taiwan,New Taiwan dollar,TWD,,,Academic researcher;Scientist;System administrator,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,,,Specific department or team I’d be working on;Office environment or company culture;Opportunities for professional development,Very dissatisfied,I am actively looking for a job,Haskell;Julia,Bash/Shell/PowerShell;C;Python,,,Gitlab;Slack,"Github;Google Suite (Docs, Meet, etc)",No,Extremely important,Critically important,Just because;Curious about other opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",,No,No,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Indifferent,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,Linux-based,,,Linux;Windows,I have some influence,,Yes,"No, not really",Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Appropriate in length,,"A natural science (such as biology, chemistry, physics, etc.)",,,Just as welcome now as I felt last year,40.0,13,6
20252,20332,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,27.0,16,Monthly,66000.0,26244.0,Taiwan,New Taiwan dollar,TWD,MySQL,MySQL,"Data or business analyst;Developer, front-end;Marketing or sales professional","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,Man,Flex time or a flexible schedule;Remote work options;Family friendliness,Very satisfied,"I’m not actively looking, but I am open to new opportunities",HTML/CSS;JavaScript;PHP;Python;R,HTML/CSS;JavaScript;PHP,Node.js,,Github;Slack;Trello,Github;Slack;Trello,Not sure,Neutral,Somewhat important,Trouble with leadership at my company;Better work/life balance;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family",Once a year,Not sure,Yes,Yes,Sometimes: 1-2 days per month but less than weekly,Start a free trial;Ask developers I know/work with,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Call a coworker or friend;Visit Stack Overflow,MacOS,2 to 9 employees,MacOS;WordPress,MacOS;WordPress,I have some influence,Straight / Heterosexual,Yes,"Yes, somewhat",Less than once per month or monthly,A few times per month or weekly,Easy,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Angular;jQuery,jQuery,,40.0,11,2
20307,20387,I am a developer by profession,Yes,25.0,24,Yearly,700000.0,23199.0,Taiwan,New Taiwan dollar,TWD,Elasticsearch;MongoDB;Redis,Microsoft SQL Server;PostgreSQL;SQLite,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,Woman,"Languages, frameworks, and other technologies I’d be working with;Office environment or company culture;Opportunities for professional development",Slightly satisfied,I am not interested in new job opportunities,Go,C#;HTML/CSS;JavaScript;Ruby;SQL,Node.js;React Native;TensorFlow,.NET,Confluence,"Github;Gitlab;Microsoft Teams;Trello;Google Suite (Docs, Meet, etc)",No,Extremely important,Somewhat important,Wanting to share accomplishments with a wider network;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities,"Read company media, such as employee blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Read other media like news articles, founder profiles, etc. about the company",Every few months,No,Onboarding? What onboarding?,No,Rarely: 1-2 days per year or less,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics);Stack Overflow Jobs (for job seekers),Visit Stack Overflow,Windows,100 to 499 employees,Docker;Kubernetes,Google Cloud Platform;Heroku;Windows,I have some influence,Bisexual,No,Neutral,,Daily or almost daily,Neither easy nor difficult,Too long,No,"A social science (such as anthropology, psychology, political science, etc.)",React.js,ASP.NET;ASP.NET Core;jQuery;React.js;Ruby on Rails,Just as welcome now as I felt last year,40.0,Less than 1 year,Less than 1 year
20645,20726,"I used to be a developer by profession, but no longer am",Yes,28.0,17,,,,Taiwan,,,Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Firebase;MariaDB;MySQL;PostgreSQL;SQLite,"Data or business analyst;Developer, back-end;Developer, front-end;Developer, full-stack;Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,East Asian,Man,,,,Bash/Shell/PowerShell;C++;Go;HTML/CSS;Java;JavaScript;Julia;Python;R;Rust;SQL;TypeScript,Bash/Shell/PowerShell;C++;HTML/CSS;JavaScript;PHP;Python;R;Ruby;SQL,Hadoop;Keras;Node.js;Pandas;React Native;TensorFlow;Torch/PyTorch,Pandas;TensorFlow,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)","Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",,,Very important,,,Every few months,Yes,,No,,Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Research companies that have emailed me,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,MacOS,,Android;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Windows;WordPress,AWS;Heroku;Linux;Windows;WordPress,,Straight / Heterosexual,Yes,"Yes, somewhat",Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"A social science (such as anthropology, psychology, political science, etc.)",Django;Flask;jQuery;React.js;Vue.js,Django;Flask;jQuery;Laravel,Just as welcome now as I felt last year,,10,2
20728,20809,I am a developer by profession,Yes,36.0,25,Monthly,,,Taiwan,New Taiwan dollar,TWD,,DynamoDB;Firebase,"Developer, front-end;Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,East Asian,Man,"Languages, frameworks, and other technologies I’d be working with;Remote work options;Financial performance or funding status of the company or organization",Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",,HTML/CSS;JavaScript;TypeScript,,Node.js,,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",Yes,Extremely important,Fairly important,Having a bad day (or week or month) at work;Curious about other opportunities;Better compensation;Better work/life balance;Looking to relocate,"Read company media, such as employee blogs or company culture videos;Personal network - friends or family",Every few months,Not sure,Yes,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with,Indifferent,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow;Go for a walk or other physical activity,MacOS,100 to 499 employees,,Android;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;MacOS;Windows,I have a great deal of influence,,Yes,"Yes, definitely",A few times per week,Daily or almost daily,Neither easy nor difficult,Too long,No,Mathematics or statistics,,Express;React.js;Vue.js,Just as welcome now as I felt last year,45.0,10,4
20772,20853,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,,18,Monthly,,,Taiwan,New Taiwan dollar,TWD,PostgreSQL,Oracle,"Engineer, site reliability","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,,Man,Flex time or a flexible schedule;Office environment or company culture;Opportunities for professional development,Slightly dissatisfied,"I’m not actively looking, but I am open to new opportunities",Go;Python;Swift,Bash/Shell/PowerShell;SQL,,,,"Jira;Github;Gitlab;Trello;Google Suite (Docs, Meet, etc)",No,Somewhat important,Somewhat important,Having a bad day (or week or month) at work;Trouble with leadership at my company;Wanting to work with new technologies;Growth or leadership opportunities,"Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;Directly asking current or past employees at the company",,Not sure,No,No,Often: 1-2 days per week or more,,Amused,Stack Overflow (public Q&A for anyone who codes),Visit Stack Overflow,Windows,20 to 99 employees,Docker;Raspberry Pi,AWS;Linux;MacOS,I have little or no influence,,Yes,"No, not at all",I have never participated in Q&A on Stack Overflow,Multiple times per day,Neither easy nor difficult,Appropriate in length,,"Information systems, information technology, or system administration",,,Just as welcome now as I felt last year,50.0,4,2
20827,20908,I code primarily as a hobby,Yes,43.0,22,,,,Taiwan,,,MariaDB;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,MariaDB;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,"Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,East Asian,,,,,C;C#;C++;Java;JavaScript;Python;SQL;VBA,C#;Java;JavaScript;SQL;VBA,.NET;React Native,.NET;React Native,Github;Gitlab,Github;Gitlab,,,Very important,,,,Yes,,No,,Start a free trial;Visit developer communities like Stack Overflow,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes),Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Windows,,Android;Linux;Windows,Android;Linux;Windows,,,Yes,"Yes, somewhat",I have never participated in Q&A on Stack Overflow,Multiple times per day,Difficult,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",jQuery;React.js;Spring,jQuery;React.js;Spring,Just as welcome now as I felt last year,,15,
21289,21372,I am a developer by profession,Yes,,12,Monthly,200000.0,79536.0,Taiwan,New Taiwan dollar,TWD,MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite,MongoDB;MySQL;PostgreSQL;SQLite,"Developer, back-end;Developer, desktop or enterprise applications","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",East Asian,Man,Flex time or a flexible schedule;Specific department or team I’d be working on;Office environment or company culture,Neither satisfied nor dissatisfied,"I’m not actively looking, but I am open to new opportunities",Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Kotlin;Objective-C;Python;Ruby;Rust;SQL;Swift;TypeScript,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;Kotlin;Objective-C;Python;Rust;SQL;TypeScript,.NET;Node.js,Node.js,"Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)","Github;Slack;Trello;Google Suite (Docs, Meet, etc)",No,Neutral,Somewhat important,Curious about other opportunities;Better compensation;Wanting to work with new technologies;Growth or leadership opportunities;Looking to relocate,Personal network - friends or family;Directly asking current or past employees at the company,Once a year,No,Onboarding? What onboarding?,No,Sometimes: 1-2 days per month but less than weekly,Start a free trial,Indifferent,Stack Overflow (public Q&A for anyone who codes);Stack Exchange (public Q&A for a variety of topics),Meditate;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,Windows,"Just me - I am a freelancer, sole proprietor, etc.",Android;AWS;Docker;Linux;MacOS;Windows,Docker;Linux;MacOS;Windows,,Straight / Heterosexual,Yes,"No, not really",Less than once per month or monthly,Daily or almost daily,Neither easy nor difficult,Appropriate in length,No,"Another engineering discipline (such as civil, electrical, mechanical, etc.)",ASP.NET;Django;Vue.js,Django;Flask;Vue.js,Just as welcome now as I felt last year,30.0,16,8
21602,21687,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,,12,Monthly,60000.0,23856.0,Taiwan,New Taiwan dollar,TWD,Microsoft SQL Server;MySQL;Oracle;SQLite,IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Product manager",Some college/university study without earning a degree,Employed full-time,East Asian,Man,"Flex time or a flexible schedule;Languages, frameworks, and other technologies I’d be working with;Financial performance or funding status of the company or organization",Very dissatisfied,"I’m not actively looking, but I am open to new opportunities",C#;Go;HTML/CSS;Java;JavaScript;Kotlin;SQL,C;C#;C++;HTML/CSS;Java;JavaScript;SQL;Swift;VBA,Unity 3D;Unreal Engine,.NET;.NET Core,,"Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Yes,Somewhat important,Somewhat important,Having a bad day (or week or month) at work;Better work/life balance,"Read company media, such as employee blogs or company culture videos;Publicly available financial information (e.g. Crunchbase);Personal network - friends or family",Once every few years,Not sure,No,Yes,Often: 1-2 days per week or more,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,"Hello, old friend",Stack Overflow (public Q&A for anyone who codes);Stack Overflow Jobs (for job seekers),Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,Windows,10 to 19 employees,Android;Linux;Windows,Android;Google Cloud Platform;iOS;Linux;Windows,I have some influence,Straight / Heterosexual,Yes,"Yes, somewhat",A few times per week,A few times per week,Neither easy nor difficult,Appropriate in length,No,"Information systems, information technology, or system administration",jQuery;Spring,ASP.NET;ASP.NET Core;jQuery;Spring,Somewhat more welcome now than last year,44.0,28,15
